id_del_proceso,referencia_del_proceso,entidad,estado_del_procedimiento,estado_resumen,fecha_de_publicacion,fecha_de_recepcion_de,fecha_de_apertura_de_respuesta,fecha_de_apertura_efectiva,flag_recepcion_antes_publicacion,flag_apertura_antes_recepcion,flag_apertura_efectiva_antes_recepcion,flag_publicacion_posterior_apertura,flag_publicacion_posterior_apertura_efectiva,flag_ultima_publicacion_antes_publicacion
CO1.REQ.1961833,EM-092-2021,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1939537,SP-014-2021,SECRETARIA DISTRITAL DE LA MUJER,Evaluación,Presentación de oferta,,2021-04-20 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1958811,COTIZACIÓN DTCOC-IPMC-005-2021,DANE CENTRO OCCIDENTE,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963243,EM-095-2021,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Evaluación,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961464,COTIZACIÓN No. 019 2021,POLICIA METROPOLITANA DE BOGOTA,Evaluación,Presentación de oferta,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962917,SIP 071 RASESNº 2,RASES - HUILA No.2,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962398,Solicitud de cotización 12 de 2021,SENA REGIONAL SANTANDER Grupo Administrativo CA,Evaluación,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962319,SIP 072 COADE DICRE CENACING 2021,CENTRAL ADMINISTRATIVA ESPECIALIZADA INGENIEROS CENAC INGENIEROS,Evaluación,Presentación de oferta,,2021-05-18 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961618,EM-089-2021,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1947503,CD-045-2021-HOMIL,HOSPITAL MILITAR CENTRAL,Seleccionado,Adjudicado,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961745,Adquirir equipos para proyecto de modernización,SENA REGIONAL CALDAS CENTRO DE AUTOMATIZACION INDUSTRIAL,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962863,ICBF-SDC-002-2021-CAU,ICBF REGIONAL CAUCA,Evaluación,Presentación de oferta,,2021-05-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961624,CD 015/2021 MDN-VGSED-DCRI,DIVRI,Seleccionado,Adjudicado,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962003,101 SOLICITUD COTIZACION SERVICIO ESTERILIZACION,DISPENSARIO MEDICO DE MEDELLIN//,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962129,ESTUDIO DE MERCADO No 083-2021,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963657,C036-MDN-COGFM-ESDEG-2021,ESCUELA SUPERIOR DE GUERRA,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961514,SOLICITUD DE COTIZACION No. 0382021_1,DIRECCION DE ANTINARCOTICOS,Evaluación,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1958824,UAEPC-CPS-LXVIII-2021,UNIDAD ADMINISTRATIVA ESPECIAL DE PENSIONES DE CUNDINAMARCA,Seleccionado,Adjudicado,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962442,CD-HIL-CDATH-001-2021,SENA REGIONAL HUILA GRUPO ADMINISTRATIVO CDATH,Seleccionado,Adjudicado,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962132,SOLICITUD DE COTIZACIONES ATLA-CIYA-015-2021,SENA REGIONAL ATLANTICO Intercentros,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961844,COT-33-2021,TERMINAL DE TRANSPORTE S.A,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962537,SOLICITUD DE COTIZACIÓN 001 2021,DIRECCION DE PROTECCION Y SERVICIOS ESPECIALES,Seleccionado,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961562,046-COTIZACIONES-ESM-2021,CENTRAL ADMINISTRATIVA Y CONTABLE REGIONAL ARMENIA-SANIDAD,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1959906,SIP-028-CENACBAR-2021,CENAC BARRANQUILLA,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962130,Cotizacion ACROBAT PRO y ADOBE CLOUD 2021 para la,SECRETARIA DE EDUCACION DEL DISTRITO,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961441,SIP-FUNCIONAMIENTO-IDIPRON-2020-0001,INSTITUTO DISTRITAL PARA LA PROTECCIÓN DE LA NIÑEZ Y LA JUVENTUD - IDIPRON*,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1957851,SP-STD-CATA-09-2021,SENA REGIONAL SANTANDER Grupo Administrativo CATA,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1958519,013 - 12 DE ABRIL,SANTIAGO DE CALI DISTRITO ESPECIAL -DEPARTAMENTO ADMINISTRATIVO DE DESARROLLO E INNOVACION INSTITUCIONAL,Evaluación,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962322,COT-34-2021,TERMINAL DE TRANSPORTE S.A,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962942,Solicitud de cotización 027 de 2021,SENA REGIONAL ARAUCA Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963004,SIP-010-BASPC18-2021,BATALLÓN DE ASPC No. 18 ST. RAFAEL ARAGONA,Seleccionado,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961421,007 SST TAHUM FORPO 2021,FONDO ROTATORIO DE LA POLICIA NACIONAL,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963848,SIP7727-IDIPRON-2021-0012,INSTITUTO DISTRITAL PARA LA PROTECCIÓN DE LA NIÑEZ Y LA JUVENTUD - IDIPRON*,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961966,ESTUDIO DE MERCADO No 084-2021,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Evaluación,Presentación de oferta,,2021-04-17 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963011,#96,FISCALÍA GENERAL DE LA NACIÓN NIVEL CENTRAL.,Evaluación,Presentación de oferta,,2021-04-26 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961734,FDLB-SIP-030-2021,FONDO DE DESARROLLO LOCAL DE BOSA,Evaluación,Presentación de oferta,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1957150,SOLICITUD DE PRECOTIZACION DRM-002,SENA REGIONAL META Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961877,DPS-COTIZACION-004-2021,CONGRESO DE LA REPÚBLICA - HONORABLE SENADO DE LA REPÚBLICA,Evaluación,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963076,01 SERVICIO DE ASEO INTEGRAL DIBIE-GRULO 2021,DIRECCION DE BIENESTAR DE LA POLICIA NACIONAL,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962602,UAEPC-CPS-LXVII-2021,UNIDAD ADMINISTRATIVA ESPECIAL DE PENSIONES DE CUNDINAMARCA,Seleccionado,Adjudicado,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1940777,0065-ARC-CBN1-2021,ARMADA NACIONAL - BASE NAVAL No.1 ARC BOLÍVAR,Seleccionado,Adjudicado,,2021-04-20 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962242,EM 074,HOSPITAL CENTRAL DE LA POLICIA,Evaluación,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963040,CTZ-014-2021,BATALLON DE ASPC N° 28,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962370,31187,DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN,Seleccionado,Adjudicado,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962831,SGA-03-2021,AUNAP,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961792,ADQ DE REPELENTE EN CREMA -2021,EJERCITO NACIONAL - DIRECCIÓN DE ADQUISICIONES,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1957974,GC-CA-075- 2021,INSTITUTO COLOMBIANO AGROPECUARIO - ICA,Seleccionado,Adjudicado,,2021-07-08 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961487,98-2021,FISCALÍA GENERAL DE LA NACIÓN NIVEL CENTRAL.,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963153,FDLSUBA-SC-006-2021,ALCALDÍA LOCAL DE SUBA,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963324,COT-149-2021-HOMIL,HOSPITAL MILITAR CENTRAL,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962385,STD-CIMI-006-2021,SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1960932,006 COTIZACION EXAMENES MEDICOS,SENA REGIONAL GUAVIARE,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961660,EM 085-2021,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR E.S.E.**,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1960610,SIP-033 CENACTOL VIGENCIA 2021,CENAC TOLEMAIDA,Evaluación,Presentación de oferta,,2021-05-10 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963101,COTIZACION-016-2020,SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962018,CD-031 -CENAC CÚCUTA  2021,CENTRAL ADMINISTRATIVA Y CONTABLE DE CUCUTA,Seleccionado,Adjudicado,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1956760,PN MEMAZ CD 002 2021,POLICÍA METROPOLITANA DE MANIZALES,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961506,CTO-I-MEN-0805-2021,MINISTERIO DE EDUCACION NACIONAL (MEN),Seleccionado,Adjudicado,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961534,SIP.4148.028.2021,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA,Seleccionado,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963270,PN DIRAF GUINT 030 2021,DILOF,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962068,EM-094-2021,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963705,SIP-CDS-002-2021,ALCALDIA MUNICIPIO DE JAMUNDI,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963149,SOLICITUD COTIZACION 06 2021,DIRECCION DE ANTINARCOTICOS,Evaluación,Presentación de oferta,,2021-04-17 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962189,ADRES-SIP-005-2021,ADRES,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963131,SOLICITUD COTIZACION 027 2021,DIRECCION DE ANTINARCOTICOS,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961610,SDG-SI-12-2021,SECRETARIA DISTRITAL DE GOBIERNO 1,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963579,COTIZACION-IDIGER-019-2021,INSTITUTO DISTRITAL DE GESTIÓN DE RIESGOS Y CAMBIO CLIMÁTICO - IDIGER,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961990,ESTUDIO DE MERCADO No 085-2021,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963002,008-CACOM-5-GRUCO-COTIZA-2021,COMANDO AÉREO DE COMBATE No. 5,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962117,ICBF-SDC-026-2021-SEN,ICBF SEDE NACIONAL,Seleccionado,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961944,SECGRAL-BIENESTAR-TH-002,ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,Evaluación,Presentación de oferta,,2021-04-17 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961747,CB-SIP-006-2021,CONTRALORIA DE BOGOTA,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1960807,SIP-032 CENACTOL VIGENCIA 2021,CENAC TOLEMAIDA,Evaluación,Presentación de oferta,,2021-05-10 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962672,685-COTIZACIÓN CENAC YOPAL 2021,DIRECCION DE SANIDAD EJERCITO DISPENSARIO MEDICO YOPAL,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962807,ESTUDIO DE MERCADO 075-2021,HOSPITAL CENTRAL DE LA POLICIA,Evaluación,Presentación de oferta,,2021-05-12 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963375,IDARTES-COT. 032-2021-LITERATURA.,IDARTES,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961812,SIP-035 CENACTO VIGENCIA 2021,CENAC TOLEMAIDA,Evaluación,Presentación de oferta,,2021-06-26 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962825,SC-078-COADE-DICRE-CENACTELEMATICA-2021,CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962947,SIP016-BASPC22-2021,BATALLÓN DE APOYO Y SERVICIOS PARA EL COMBATE No 22,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962692,SOLICITUD PRECOTIZACIÓN-ANT-CTMA-05-9204-0115-2021,SENA REGIONAL ANTIOQUIA Grupo Administrativo Intercentros Medellin,Seleccionado,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962402,CSR-007-2021,SENA REGIONAL CESAR Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962499,SIP 070 RASES Nº 2,RASES - HUILA No.2,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963027,SIP-023-2021,MINISTERIO DE MINAS Y ENERGIA,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962058,Solicitud de Precotizaciones NRÑ-CIPLL-0036-2021,SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963621,STD-CIMI-007-2021,SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963241,COT-SSD-024-2021,GOBERNACION DE SUCRE,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1960934,07 COTIZACION ADQUIRIR A TÍTULO DE COMPRAVENTA,SENA REGIONAL GUAVIARE,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1960818,SIP-034 CENACTOL VIGENCIA 2021,CENAC TOLEMAIDA,Evaluación,Presentación de oferta,,2021-05-31 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962045,Solicitud de Precotizaciones NRÑ-CIPLL-0034-2021,SENA REGIONAL NARIÑO Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963304,11874,DEPARTAMENTO DE ANTIOQUIA//,Seleccionado,Adjudicado,,2021-04-19 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961649,PN METIB COTIZACION 2021 UPS,POLICIA METROPOLITANA DE IBAGUE,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962867,solicitud cotización 05 2021,DIRECCION DE ANTINARCOTICOS,Evaluación,Presentación de oferta,,2021-04-17 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963908,CD-CI-528-2021,SECRETARIA DISTRITAL DE LA MUJER,Seleccionado,Adjudicado,,2021-04-13 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962105,PN DIRAF COPES 001 2021.,DILOF,Evaluación,Presentación de oferta,,2021-04-17 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961806,SIP-STRD-IDRD-057-2021,IDRD - ENTIDAD OFICIAL.,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961630,SIP.4148.029.2021,SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE CULTURA,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962101,SIP-175-CENACAVIACION-2021,CENAC AVIACION,Seleccionado,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1952075,SIP 067 2021,RASES - HUILA No.2,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962015,EM-093-2021,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1963118,COTIZACION-017-2021,SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962021,SOLICITUD DE COTIZACIÓN No 013001,CENTRAL ADMINISTRATIVA Y CONTABLE PUENTE ARANDA+,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1958753,SIP-DC-CME-003-2021,SENA REGIONAL DISTRITO CAPITAL Grupo Administrativo Intercentros CEET,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961886,SIP-174-CENACAVIACION-2021,CENAC AVIACION,Seleccionado,Presentación de oferta,,2021-04-21 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961512,SOLICITUD DE COTIZACION 022 DEL 2021,SERVICIO NACIONAL DE APRENDIZAJE SENA REGIONAL CORDOBA,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961680,085-00-A-COFAC-GOCOP-2021,FUERZA AEROESPACIAL COLOMBIANA,Seleccionado,Adjudicado,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1961811,MC-SDROT-001-2021-SC,GOBERNACIÓN DE BOLÍVAR//,Evaluación,Presentación de oferta,,2021-04-14 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962171,Solicitud de Cotización Nº 016 de 2021.,SENA REGIONAL SANTANDER Grupo Administrativo CGAO,Evaluación,Presentación de oferta,,2021-04-15 00:00:00+00:00,,2021-04-12 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1964570,COTIZACION-019-2021,SENA REGIONAL CAUCA Grupo Administrativo Intercentros CTPI,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1965668,CD-OC-EM-069-2021,SUBRED INTEGRADA DE SERVICIOS DE SALUD SUR OCCIDENTE ESE.,Evaluación,Presentación de oferta,,2021-05-07 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1964900,SIP-RSR-CCS-029-2021,SENA REGIONAL RISARALDA Grupo de Apoyo Administrativo Mixto//,Seleccionado,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1965314,PRECOTIZACION-STD-CASA-00008-2021,SENA REGIONAL SANTANDER Grupo de Apoyo Administrativo Mixto,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1964360,DG-028-2021,SENA DIRECCION GENERAL,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1964509,SIP-029-CENACBAR-2021,CENAC BARRANQUILLA,Evaluación,Presentación de oferta,,2021-04-19 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
CO1.REQ.1962888,PRUEBAS INTERLABORATORIO -SOLICITUD DE COTIZACIÓN,DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,Evaluación,Presentación de oferta,,2021-04-16 00:00:00+00:00,,2021-04-13 00:00:00+00:00,False,False,True,False,False,False
